Comment
"%5 dance, %95 porn"
"현아도 바지 잠구고 춤 출 텐데"
"이번에는 팬티 협찬이에요 ?"
"현아 어때 활동때 적어도 바지 지퍼는 내리지도 않았고 팬티도 노출안했어요 ㅋㅋ현아노래로 뭐하는거야 진짜로 ㅋㅋㅋㅋㅋㅋㅋ"
"1) omg what bra is that its amazing
2)how the hell did her shorts stay on through all that twerking??
3)also why am i watching this video????
4)this is crazy and wild"
"현아는 섹시한데 얘네는왜 야동같냐 선을넘노ㅋㅋㄱㄲㅋㅋㅋ"
"살쪄서 바지안잠기나보죠 뭐.."
"저기요 노랜색 여자분 춤추시느라바쁘시죠 ㅠㅠ화장실갔다가 단추도 못잠그셨나봐요..."
"얘네들이 노출을 하든말든 내 알빠는 아니지만 저건 무슨 패션이냐..?"
"그래요 의상은 뭐라 안할게요 근데 카메라 왜 자꾸 전신 터는 안무에서 그렇게 클로즈업하세요;;;; 섹시를 넘어서 그냥 더럽게 보여요 카메라 클로즈업 때문에도 포르노처럼 보이는경우가 있으니까 주의좀해주실래요;"
""Ketchup and Mustard" never looked soo good. BTW, You two are amazing!💖"
"현아가 저 노란 옷 입으신 분하고 똑같은 옷 입었다고 생각해봐도 논란은 됐을 거 같은데... 논란 이전에 심의에는 걸렸을 듯... 걸그룹 짧은 옷 입어도 코디 바꿔라 이러는 상황인데 옷 좀 조심해달라 이러는 게 나쁜 건 아니지않나요..."
"진짜 한국인들 댓글 못보겠다 .. 누가보면 유튜브 한국껀줄 알겠네요 ㅎㅎ"
"1:26 holy moly"
"ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그냥 속옷만입고 추삼ㅋㅋㅋㅋ"
"진짜 19금이라도 걸으세요 속옷을 왜 일부러 보여주고 확대하고 원래 안무에도 없던 야한 장면까지 넣고 ㅋㄱㅋㄱㅋㄲㅋㄱㅋㄱㅋ 진짜 쪽팔려요"
"현아도 저렇게는 안입어요;"
"아니 19 걸어요; 초등학생들도 보는 유튜브 플랫폼 안에서 뭐하는 짓?"
"의상 너무 더러워.."
"아니; 노란옷 입으신 분은 왜 남대문을 열고 게시는지..?"
"화장실가셨다 지퍼 잠구시는거 까먹으셨나....;;;;"
"다른건 다 이해 하는데 이건 진짜 좀 아닌거 같아요ㅠㅠㅠㅠㅠㅠ 섹시한 컨셉에 맞췄다는 거랑 별개로 이건 거의 뭐 포르노도 아니고 .. 대체 속옷을 왜 보여주시는건지 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ 그냥 흰 티에 반바지 제대로 입고 쳐주셔도 예쁘실텐데 ㅠㅠㅠㅠㅠㅠㅠ.."
"미안한데 그쪽도 그런옷으로 우리한테 성희롱함 진짜 더럽다"
"와.....심각하네....옷좀.....미성년자들도 다 보는데.."
