Comment
"에휴 시발 최저시급도 못받고 편의점 야간알바나 쿠팡 한 번 뛰어봐야 정신차릴 듯 그냥 팬이랑 영통 2분 하는게 뭐가 그렇게 힘들어서 시발~"
"경축 골든차일드 커리어 최대아웃풋 "왜 저 떠봐요""
"표정 개꼽다 ㅅㅂㅋㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 와 존나 상처였을듯"
"주작 아닐게 뻔하지만 어떤 질문을 하던 저런식으로 대답하는거 자체가 문제인데..?"
"이게 직캠보다 조회수 더 높음ㅋㅋㅋㅋ
개그다 ㄹㅇ"
"아니 뭘 물어봤든 ㅅㅂ ㅋㅋ 돈 써서 본인이랑 전화하려는 사람한테 왜 저 떠봐요? 이러는 게 웃긴 거지ㅋㅋㅋㅋㅋ 오빠 요즘 친한 여자 아이돌 있어요? 처럼 여친 있냐고 떠봐도 아니에요 없어요 ㅎㅎ 하는 게 보통 아이돌 아니냐? 별... 길 가는 사람 붙잡아도 나한테 저딴 식으로 싸가지없이는 안 굴음 ㅇㅇ"
"내 최애가 저랬다?
영통 끝나고 쳐 움"
"못뜨는데는 다 이유가있지.."
"한국입시 겪었으면 좋겠다"
"여돌이 저랬으면 이미 퇴출당함"
"표정 ㅆㅂㅋㅋㅋㅋㅋ 내 최애가 저러면 저 자리에서 존나 정색할듯"
"와우... 유미언니 asmr 봤더니 찐이 알고리즘에뜨넹"
"대한민국 남돌 공급 과부하라 얼마든지 다른그룹으로 갈아탈 팀이 한바가지가 널렸음..

그와중에 내 팀과 나를 선택하고 돈써준 팬이 너무 고맙고 뭉클해서 내가 저 남자였으면 최선을다해줬을거임.."
"얘 주머니에 손꼽고 차에서 내리다가 혼자 발목 접질렀는데 소속사에서 팬들 카메라플래쉬 땜에 그랬다한거 개웃김ㅋㅋㅋㅋㅋㅋ 동영상에 플래쉬는 커녕 팬도 별로 안서있던데🤣"
"되게 밉다 손영택. 원래 팬싸에서도 저만큼은 아닌데 좀 띠꺼움 팬싸 많이 가보고 하는 소리임 근데 저러니깐 못 뜨지는 좀 그럼.. 멤중에 팬한테 엄청 잘하는 멤버들도 있는데.."
"울림은 일 안 하냐?
가수가 이런 이슈가 있으면 진상파악을 해서 해명을 하든 사과를 하든 해야하는 거 아냐ㅡㅡ"
"강강민 영상 보고온사람 있나 HOXY"
"회사에서 막아서 못 알려준다쳐도 저렇게밖에 대답을 못하나?
활동 언제까지 해요?
그건 비밀이에요 저두 알려주고싶지만 안된대요ㅜㅜ
나중에 자체컨텐츠 나오겠죠? 보고싶어요 ㅜㅜ
저도 너무 하고싶어요! 만약 자컨 나오게 되면 많이 봐줘요~
이정도만 했어도 논란 안 났을듯 정상적인 사고를 가진 인간이라면 자길 좋아해주는 사람들한테 딱 이정도만큼만이라도 말 예쁘게 돌려 말하는건 예의임 강요가 아니라 걍 예의."
"강유미언니 영상보고 넘어오신분 있나요?"
"ㅋㅋㅋㅋㅋ댓글ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅋㅋㅋㅋㅋ 그래그래 니들은 저거에 돈 열심히 퍼부어라 난 줘도 안 머글랫 ㅜ"
"지 돈 벌어주는 건데 왜 저러냐;;.,,,."
"팬은 얼마나 상처받았을까..당첨돼서 옴청 행복했을텐데 ㅡㅡ
남돌덕질 절대절대 과몰입하면안돼유ㅠㅠ"
"못 알려주는 질문은 그런거는 물으면 안돼용~ 이러면서 장난스럽게 넘어갈 수 있는거 아닌가...? 굳이 저렇게 덤빌 이유가 뭐지 대체 팬분이 뭐라고 질문했길래"
"헐.. 존나 소름이다.. 왤케 무섭지, 한심하고 비웃는 느낌인데.."
"빡센 애교 시킨것두 아니구 충분히 물어볼수 있는 질문인데 대처가 왜이러지.. 
팬입장에선 1분을 200만원에 산건데 현타오질듯.. 200만원이면 알바빡시게 한달은 해야하고 직장인한테도 한달월급 반이 넘어가는 돈인데ㅜㅜㅜ"
"팬이 사생이면 빡쳐서 그럴 수도 있다 하지만 우선 저건 회사에서 팬한테 돈 받고 하는 공식적인 소통아닌가"
"충격....인간 꽈배기 그 자체네 팬이랑 싸우려고 영통하나?ㅋㅋㅋ쉴드치는 팬들은 마조들이야? 팬한테 잘하는 능력있고 외모되는 아이돌이 얼마나 많은데 참..."
"강유미 영통팬싸 본 후 유튭 알고리즘이 날 여기까지 이끌었네...."
"강유미 팬싸 asmr 이분꺼 참고한듯 ㅋㅋㅋ 200만원 들인 컨셉도그러고 ㅋㅋㅋ"
"뭐 엄청나게 비밀스럽고 사생활적인 질문을 한 것도 아니고 막방 언제냐는 질문에 '왜 저 떠봐요?'ㅋㅋㅋㅋㅋㅋ"
"울림은 저런애를 가만히 둠?
영통한번 하려고 몇십 몇백만원씩 썼을 팬한테 무성의하고 아니꼽다는 표정으로 저러면 왜 아이돌하는거임?
진짜 내가 겪었으면 바로 소속사한테 알리고
탈덕한다"
