Comment
"감정기복 심함 + 예민 + 강약약강 + 공주병 + 센터병"
"근데 손올린건 산이가 잘못한건데 왜 껴있냐"
"진짜 첫번째꺼는..뭐지...?
아니 웬디가 인사하느라 저만큼 건드렸다고 저러는거잖아 기자들 있는데서 저정도 티내면 평소에는 어떨까ㅋㅋㅋ이해가 안되네 너무한데?"
"에구...제일 큰언니가 성질이 저러니 다른 멤버 들이 엄청 눈치 봤겠다.."
"감정기복 겁나심하고 레벨 동생들이 힘들듯"
"0:46 아 이거 진짜 별꼴이네"
"사회생활 해보면 알겠지만, 한결같이 싸가지없는 사람은 나에게도 모두에게도 적이기에 당해도 그러려니 함. 그냥 딴 사람들이랑 같이 뒤에서 그 인간 욕하면 위로가 된다. 그런데 사람따라 태도바뀌는 인간은 진짜 복장터진다."
"래퍼 산이는 누가봐도 무례했던거;; 몇개는 억지처럼 보이는게 있네요"
"ㅋㅋㅋㅋ아래위로 쳐다보는게 찐이네"
"그냥 아이린이 지민이랑 같은 그룹이었어야해 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그래야 저렇게 지 성질대로 못하고 자기가 멤버들한테 주는 스트레스가 어떤건지를 제대로 돌려받겠지"
"박보검이 믿거아 시전ㅋㅋㅋㅋ
박보검 보면 다른 사람들이랑은 엄청 다 친하고 번호도 먼저 물어보고 그렇다던데"
"난 얘 때문에 예민미라는 말을 처음 들었다 
예민미ㅋ
사회생활 하면서 저 예민해요 하면서 아이린 평소 하던 거처럼 해봐라 어떻게 되는가
바로 권고사직이다"
"웬디가 착해서 다 받아주니까 만만하게 생각하고 더 못되게 하는거 아닌지ㅠ"
"아이린 성격 맞춰주느라 고생하는 아이린 뺀 나머지 레드벨벳멤버들  진짜 성격좋으네요"
"저 풉! 하는거 조이한테도 그러더니. 멤버가 아니라 하위등급 정도 생각했나보네"
"와 진짜 못됬다 차별 오지네"
"웬디 많이 당했을듯..."
"0:02 미친 니가 옆으로 가던가ㅋㅋㅋㅋ개어이없네"
"남한테 상처줘놓고 대중들에게 사랑받는직업 하지말아라 진짜.."
"처음부터  저런 표정 안좋았음 
그래서 아이린 한테는 정이 안가더라
라디오스타 랑  주간아이돌 이랑 그 백종원이랑 나오는  그 프로그램 보면 답이 없더라 ㅡ.ㅡ 흠.."
"전형적인 소시오 패스. 성격 세상의 중심이 자기여야 하고 그걸 침해 하는 행위 자체를 견디지 못함. 강약 약강 으로 사람을 대하며 온도차가 극명함."
"제일 나이 많으면서 제일 애같이 행동하네"
"딱히 관심없었지만 정말 예쁘게 생겼다 생각했는데.. 사건 터지고 보니 신기하게도 안예뻐보이네.."
"아니 다른 장면들은 진짜 다른 멤버들이 불쌍할 정도로 짜증 나긴 하는데 박보검이랑 산이 온도차 어쩌고 저쩌고 하는 건 솔직히 영상 편집하면서 아니라는 생각이 한 번이라도 들지 않았나? ㅋㅋㅋㅋ 박보검 아이린 어깨동무 장면은 무대 장면이라 이미 여러 번 맞춰보고 나왔기 때문에 진작에 알고 있었을 거고 산이는 존나 무례하게 아이린 어깨에 팔 올린 거잖음? 아이린 이번 논란으로 정 다 떨군 상태에서 다시 봐도 산이 일은 너무 무례한데 온도차 이 지랄이네..."
"멤버들 속이 다 썪었을 듯... 이건 아니다."
"사람 인성은 안변한다"
"쫌있으면 31살인데 일진짓거리 계속해라 지가 못난건 모르나보네 소시오패스같다"
"주간아이돌 자기소개서는 정말 ......................."
"저렇게 웃는 거 진심 귀여워서 웃은 거 아니고 표정관리 하는 척하면서  ㅋ;^^ 하는 거임 진심"
"인성이 진짜 쓰레기시군요  늦게라도  진실을 알게되서 다행이네요"
"아니 멤버들은 방문도 소리내서 못닫고 살았다던데 ㅜ 와 진짜 보살들인듯. 특히 웬디,슬기 넘 짠함!! 잘되길 응원함 !!"
"이상케 정이안가더라니ᆢ"
"근데 1:41 이건 저남자가 무례한거임 
친하지도 않고 처음 보는 사인데 저러는건 무례한거임
웬디 너무 착한거 같음..ㅜ"
"레벨팬들은 진작에 알았겠네요..
이렇게 정색하는 장면 많은 연예인 첨 본듯."
"리더 꼬라지가 소시오패스에 그릇이 개밥그릇보다 작으니 인생 망하지 좀 모자란거 같다 상대방배려는 1도 못하는거 보면 모자란듯"
"그만보고싶다.저얼굴..."
"박보검.제니  같은애들한텐 겁나 잘하는것 같던데..친하고.."
"너무  예민하다.숨막히네ㅜ"
"아니 근데 사람을 어떻게 대하면 15년차 스탶이 눈물까지 흘림?"
"아이린은 진짜 완전 착한 줄 알앗는데 AoA 지민이랑 같은 부류구나..."
"멤버들 저거 어떻게 참았대 진짜 착하다"
"아이린이 속이 어리네..ㅋㅋ 리더인데 너무 어려.."
"아이린 왠지 챙겨주듯~ 하면서 이제 좀 사이 가까워진듯 싶으면 정색하고 그런 제일 아리까리하게 만드는 인간.. 제일 까탈스럽고 가까이 하기 쉽지 않고.. 이런류의 사람들이랑 같이 있으면 뭔가 이용당하는 거같고 어느 장단에 맞춰야 할지 모르겠는... ㅋㅋ"
"웬디한테 저런 표정 비웃음 지었던 얼굴로 레벨프로젝트에서 웬디가 이번여행에 대해서 자기 뜻 대로 되지않아소 실망하고 울컥했을때 그게 너고 그럴필요없다면서 위로했던 장면이 도무지 연결이안됨.."
"웬디네 집이 겁나 부자인데 인성도 부자라니"
"웬디만 보면 정색질이네 저거 ;; 글러먹었다  진짜 ㅋㅋ"
"레드벨벳 멤버들 불쌍해... ㅠㅠ"
