Comment
"키우고 버리고 새거 다시키우고 버리고 ㅉ 못키울여건이라며 ? 근데 왜 또키워?"
"사실무근이라며 법정대응한다며 하루전 입장밝혀놓고,오전엔 파양인정기사올리며 사과글...파양에 대해서 인지도못하고 그냥 키우다 남 주는게 뭐 대수냐? 뭐가 어때서? 내 동물 내가 남준다는데?
반려동물 가족으로 생각하고 책임감가지고 가족으로키우는 반려인들은 도저히 이해가되지않음! 유기보호소7년봉사하며 사고나 안락사전 수백마리 임보하고입양보내는 저로써는 이해도 인간으로도 안보이네요!
한마리도 책임 못지면서 무슨 셋 셋 동시다발 키울려는지..."
"형편이 안 좋았는데... 일반인들이 하기힘든 고가 취미들만 하던데.......동물 키우는것도 취미 일뿐인건가 싶다"
"항상 고양이 두마리에 개 한마리로 맞추는건가?"
"애완동물 샀다가 싫증이 나거나 여건이 안 좋아지면 파양하고 장난감처럼 또 사고 반복하는 거임?"
"못 키울거 같아서 지인에게 분양한거까진 인정
근데 왜 또 입양하냐?ㅋㅋ"
"진짜 형편이 안좋은 사람들은 키울 생각 조차 못합니다"
"키울생각없음시작도하지마라...."
"앞으로의 활동을 위해서라도 확실히 짚고 가야"
"저것도 병이다. 한번 못키우겠어서  딴데 보냈으면 다른 동물을 분양받지 말아야하는데 또 키우는걸 보면....ㅉㅉ"
"지인이나 친척한테 보내는게 그게 파양이죠.. 근데 팬카페에 올린 글 보면 자기가 뭘 잘못했는지 아예 모르는것 같아요 그냥 유명해서 별것도 아닌거에 공격당하는 나~ 라는 입장인듯.."
"이해가안된다 아니 뭐 분양업하는곳도 아니고 족족히 분양하네
그럼 그렇게 키울동안 본인은 키울능력도안되는걸 알면서도
계속 키운다는거아니가..  음 좀심각한거같은데??"
"솔직히 저렇게 많이 입양하고 파양 하는것도 동물들 생각 1도 없고 이기적인 사람같음. 진짜 좋아하면 함부로 입양할 생각도 안함."
"리트리버 데려온 이유도 집지키게 하려고 데려왔다는게 노 이해였음"
"얘 말투만 봐도 상습범이네.4-5년 예쁠때만 키우는거네요.계속 저런식으로 종바꿔가며 키우네요.분양줬다는 강아지들은 어디갔을까요?
노견되면 더 보살피기 힘든데 반려동물책임제로 해야되요."
"애초에 끝까지 책임 못질거 같으면 기르질 말아야지;;"
"파양 관련 증인들은 많은데 입양 관련 증인들 안나오는것도 솔직히 좀...
지인이 입양해서 잘키우고있으면 박은석 그런사람 아니라고 쉴드글 하나 올려줄법한데.."
"전부 품종묘, 품종견 + 새끼때 데려옴
그러나 지금은 안보이고 방송에 나온 몰리도
새끼 품종견 🤔"
"책임감 없음 사람은 강아지랑 애기들 대하는거 보면 성격보임"
"아기일때 데려와 
나이좀 들면  보냈네요  귀여운맛에만 키운거..
다 커서 어디 보내면  이쁨 그리 받는줄 아시나..
여의치 않은 상황에  파양...
한번은 그렇다 치는데  .. 도대체 몇마리야...
소름... 숭악해..."
"계속 없어지면 문제는 맞는거지"
"끝까지 책임도 못지면서 지인한테 보내고 다른데로 보내고 또 품종반려동물 계속 데려오고. 이게 파양이 아니면 뭔가요. 개훌륭에 나왔던 코비담비 견주가 했던 행동이랑 다를게 뭐에요?"
"사람만큼 동물도 주인에게
애착이 가고 마음도 정도 남아있을덴데.."
"상습 파양이 문제인거죠?"
"와... 이제 박은석도 민심 떡락 하겠다."
"유명한앤데 나만 모르고있었구나..
사랑으로 키우는거라면 내 개든 고양이든
생명다할때까지 대체되는게 없어야된다고 본다 소모품 교체하듯이 그게 뭔 사랑이야
아가들 상처주지말고 혼자 찌그러져살어"
"만일 이것이 사실이라면 문제가 있는거죠 
힘들어서 파양을 보내면 그 후로 다시 키우기는  신중하게 생각하고 하는게  당현한거죠 그냥 좋아하는 인형도 아니고 좋아하는 인형도 그렇게 버리기도 힘들다고 봅니다  참고로 동물키우는 분들 중 산책하면서  강아지 배설물 그냥 버리고 가시는 분들  강아지 키우지 마세요 무책임한 사람이 키운다는건  강아지에게도 무책임 하다고 봅니다"
"어떻게 누구든 나혼자 산다만 나오면 논란 터지냐 ...? ㄷㄷ"
"제 개인적인생각은 
 동물을 정말로 위하고 사랑한다면 
그 동물과 평생을 끝까지 함께갈생각을 하겠지요.. 
무슨  유행처럼  동물을  밥먹듯이 갈아치워집니 까..."
"3개월된 강아지를 오래키운거 마냥 말하는거 좀 이상했고 3개월이면 아직 모견이랑 있어야할 강아지를 데려와서 키우고 있다는것도 이해안됨"
"키울때
마다 .사정 있어서  남줄꺼면 더이상 분양 받으면 안되지 관종이가  ㅋ동 물로 지 이미지메이킹 ㅋ"
"진짜 책임감 없이 애완이라는 마음으로 키울려면 쳐다보지도말자 평생 같이 함께 하는 반려묘 반려견이다 제발 이뻐서만 키우려고 하지마!!!!"
"진짜싫다.... 저런류들...."
"저럴거면 왜키워 ㅠ 한두마리도 아니구만"
"소속사의 입장이 믿음이 안가는군요....."
"역겹다 .. 끝까지 책임 지지 못할꺼 애초에 왜 분양을 한거지 ? 그래 피치 못할 사정이 있어서 파양한건 이해라도 할 수 있지 ,, 근데 그게 한두번도 아니고 본인이 키우지 못하는 상황이면 키울 생각 조차 말아야하는게 정상 아닌가 ? 생명의 무게를 너무 가볍게 여기는 사람인 것 같네 ,, 애견인으로서 정말 별로다. 이미지 메이킹으로 저 애기들을 상업적으로 이용하다니 .... 🤦🏻‍♀️🤦🏻‍♀️"
"아니 무슨 계속 형편이 안 좋아서 다른 집에 보냈대 ;;; 애초에 형편이 안 좋으면 데려오질 말던가"
"나혼산나온다고 예고편떴을때부터 리트리버 3개월짜리나오길래 아 저거 방송나온다고 또 어디서 급하게 데려왔구나 싶어서 꼴보기싫었음"
"본인이 동물을 죽이거나 학대했을거라 생각해서 깐다고 생각한듯. 상습파양해서 까는거다. 그게 잘못한거고. 정신차려라."
"끝까지 책임 못질거면 도대체 왜키우냐"
"사정있으면 믿을 만한 사람에게 보낼 수는 있어도 진심으로 키운 사람은 죄책감 때문에 분양받을 생각 안하지. 이부분에서 빠져나올 수 없는게 새로 입양했다는 부분."
"생명이 지악세사리라생각하나 쏘쏘트레쉬"
"저인길 오늘부터 안티하겠다.
미친인간"
"발려견 반려묘로 허세를 부리는 스타일이구만"
"제발 강아지를 예뻐라만 하지 말고 책임감 좀 갖길ㅜㅜ"
"사정상 보냈으면 새로운 분양을 받을게 아니라 다시 데려와야 정상아닌가??"
"진짜 말이 되는 핑계를 대라
사정이 있어서 다른곳에 보냈다면서 왜 또 데려와
더도말고 덜도말고 연예계에서 너도 똑같은 취급 받아라
사랑으로 돌봤다면 좋은 일이 있겠지"
"박은석 저거 나오는 영화든 티비는 안봐야 한다"
"아니 그렇게 계속 분양받고 지인한테 보내고 무한 반복할거면 왜키우지? 지금 키우는 애들도 나중에 상황 안좋으면 또 보낼거잖아? 이 양심에 털도 없는 사람아"
"다 키울 상황이 아니어서 보냈는데 지금은 왜 키우고 자빠졌냐?"
"강아지 좋아하는건 알겠는데 형편은 안되면서...욕심이 너무 과한 것 같다"
"평생 키울거 아니면 키우지를 마라!!
니 장난감이냐??
웃기는 사람이네 정말."
"다른건 몰라도 저렇게 파양했으면서
애견인/애묘인 이미지 메이킹한게
너무 화가 남."
"그래도 파양이면 다행이다 저놈이 동물들 길거리에 버렸을까봐 무섭다"
"솔직히 동창 썰 푸는거 극혐하는데
저렇게 악행을 고발하는 썰은 좋다"
"사람은 걷만보면 몰라요.
애완견 기분에 분양받고
키우다보면 귀찮아 피양하고
이정도면 이사람 인정머리
없고 가식이란게 나왔습니다.
사람은 믿바닦에 깔린 심성은
속일 수 가 없는겁니다.
그니까 평소에 진심으로 살아
야지 가식은 언젠가 탈로나지"
"그냥 너혼자 사세요 편하게 머하는 짓거리인지"
"강아지 병원비 만만치 않아요 형편이 안되면 제발 키우지 말아주세요 ..,"
"요즘 세상이 어떤세상인데 동물을 저리취급하나요ㅡㅡ
보다가 열받아서 몇자적어요

비난 하자는건 아니지만 집고 넘어갈건 넘어가야죠
저쯤되면 습관 아닌가요?
키우다 질리면 다른사람한테 키우라고 주고
또 새로운 아이들 데려와서 키우고 그렇 반복 하시는거 같은데.....
정말 물건취급인거 같은데요

소속사나 본인 해명글 보다는 보다 정확한 내용이 필요할꺼 같네요
입양을 보낸곳 에서 잘지내는 사진같은거요.....

옆에서 코골고자는 11살짜리 슈나우져 내새끼 보면서 슬프고 열받고 그러네요
진짜 앞으로 먼소리로 해명하는지 지켜보겠습니다!"
"반려동물은 물건이 아닌데.. 사정이 안된다는 말로 보내놓고 다시 새로운 아이 데려오고 이러지 말아주세요...진짜 잔인합니다.."
"반려라는 말뜻을 모르는듯..
여건안되서 파양..또 키우고..또 파양..
키우다 실증나면 갈아치울수있는 아이들을 우린 반려라는 말 안쓰지..
반려라는말 함부로 쓰면 안돼요..반려에는 책임도 뒤따른다는거 명심하길.."
"사정이 안될것 같으면 애초에 동물이랑 같이 살면 안되지. 죽을때까지 책임져야되는게 당연한건데, 어릴때 예뻐서 데려와서 좀 크면 키우기 버거우니까 다른데 보내고.. 키운 정도 없나"
"쟤네들 다 어디갔나요?많기도하네요.책임감 없으면 키우지마세요.한번도 아니고 여러번은 고의입니다.너무 열받네요.예방접종도 제대로안하고라는 말에 댓글 수정합니다.보여주기식 반려견.묘.키우기는 하지마세요."
"헨리, 밥그릇 걱정 안해도 되네... 다행이다"
"난중에 반려자도 실증나면 파양 하고 갈아치우려나요 사정상 좋은분께 보냈습니다는 무슨 ? ㅋㅋ 아이고 참 좋은일하셧내요 아이들이 받은 상처는 나몰라라 무책임의끝판왕"
"정말 동물을 사랑해서 키울 여건이 안된다면 키우지 않았을 것이라고 봐요.. 개개인의 사정이 있겠지만 가볍게 생각할 일이 아닌것같아요"
"변명 보니까
키울 환경이 안됐네~~
형편이 어렵네~~~

이건 그냥 책임감이 없는거다
애초에 환경과 형편이 안되면
안 키우는게 맞지 보내고 또 키우고
또 보내고 또 키우고

중간도매상이야 뭐야"
"보통 사정상 보내졌다해도 키우던 반려동물을 다시 데려오기 마련인데요..."
"힘들어서 보냈다..
그럼 살만해지면 다시 데꾸 와야지..
데리고 오기 위해 노력할텐데..
애기 강아지만 좋아하는 사람 많더라구요"
"질리면 파양. 사람한테도 그럴 듯"
"반려동물을 뭐로 생각하는거지..?  입양후 지인에게 파양이라는 해명이 해명같지 않고 오히려 자수한 거지 이게..진짜 얼마나 상처받았을까 강아지 고양이들..."
"처음에 파양 한번했다고 그런줄 알았더니 파양을 많이 했네;;;;"
"그러네   키우다보면 사정상
보낼수있다쳐  근데 또다시 키우고 또보내구 새로 키우고 또보내구 반복되는게 좀글킨하다 뭐이게 한 십년이다 몇년기간이면 모르겟는데 몇개월키우다 사정생겨서 보내고 그럼
이렇케 사정생길때마다 다른이한테 보낼꺼면 아예 안키우는게 맞다고보는데 
제밬 이번에 키우는 애들은 좀 끝까지 책임졋음 좋켓다"
"책임도 지지 못할거라면 애초에 반려견이든 묘든 키우지 말았어야지
방송용 보여주기 위한 쑈를 하면 들통 날거라 생각 안했나?
애견이든 애묘든 키울 자질이 부족한 사람이라고~
아예 지금 현재 집에있는 애견,묘 잘 키울수있는 사람한테 분양해라~
또 쑈 보여주지말고~에거~~"
"ㅇㄴ 장난치나 ㅋㅋㅋ 입양작작좀하지"
"박은석 팬으로써 좀많이 실망이였음.."
"나혼자 파양 ㅋㅋㅋㅋㅋㅋㅋ어디서 파양을 ㅉ"
"골때리는 인간이네"
"끝까지 책임질거 아니면 처음부터 키우지를 마세요,,"
"ㅋㅋㅋㅋㅋ 매번 다른 사람한테 보낼 거면 왜 키우죠 ...? 감탄고토네 달면 삼키고 쓰면 뱉는다"
"이나라는 좀 유명하면 사건터지네 ㅋㅋ ㄹㄱㄴ"
"정작 애정으로 평생을 키우는 사람들은 더 이해가 가면서도 분노하는게.. 평생 키울수 없으면 애초부터 키우지 말았어야지;; 
정말 어쩔수 없이 같이 살수없었다면 그 많은 애들을 데려오지 말았어야지.. 이제는 안정적이니까 또 키우고.. 또 사정생기면 버리려나.. 에고ㅜㅜ 지금 애기들은 꼭 잘 케어해주시기를..."
"파양이든 아니든
능력도 안되면서 키운건 잘못임"
"아.... 왜 그러는거야 도데체... 펜트하우스 어케보누....."
