Comment
"와 ㅋㅋㅋ나이런거 첨봐 댓글이 거의 욕이야 ㅋㅋㅋ"
"나 여잔데 그닥 거슬리는 부분도 없고 귀엽구만 왜들 지랄이냐 ..?개궁금.."
"저게 단순히 귀척하는걸로 보임 ? 내가 봤을땐 카메라 의식할때마다 어쩔바 몰라하는거 같은데 ,, 근데 시발 개소름돋아 왜 성형까지 했는지 알겟네 ..죽일기세로 댓글들 단거바 ㄷ ㄷ"
"난 시발 이 영상이 존나 이렇게 욕처먹을 일인지 잘 모르겠음"
"박민정이 귀여운 척해서 피해입은 사람있음?? 무슨 잘못을 한 것도 아닌데 왤케 잡아먹으려고 해... 민정님 진짜 귀여워여ㅠㅠ 늘 잘 웃으셔서 보는 제가 기분이 좋아요!!^^ㅎㅎ 영상 잘 보고 있습니당"
"와 ㅋㅋ 진짜 꼽 개많이 주네 애교 한번 더 했다가 찾아가서 죽일 기세네 ;"
"아니 예쁜 척 하던 말던 뭔 상관임? 이게 죄에요? 그리고 더 어이 없는 건 니들은 예쁜척 안 해 봤냐? 지들도 다 하는 짓이면서 막상 진짜 예쁜 사람이 한다고 지랄이네 ㅋㅋㅋ"
"악플너무 심하다 적당히좀 하지"
"댓글 걍 닫으시는게 좋을듯...ㅋㅋㅋㅋㅠㅠ읽는데 내가 다 힘들다"
"딱히 엄청 이쁜 척하는거같진 않은데.?걍 뷰티유튜버들처럼 어느정도 리액션은 하면서 해야되는게 당여나지않나?? 심지어 섀도우때 욕하는 사람 있는데 혼자 화장하는게 아니라 보여줘야되니깐 일부러 눈두덩이쪽 보여준건데.... 특히 애굣살이랑 블러셔바를땐 나도 저렇게해요...저래야 애굣살나오고 광대쪽 나와서 화장되는거라고요.... 지나치게 태클거는 사람들은 화장을 안해본거같네요 그냥..의견은 있을수있지만 선을 넘는 욕은 어디서든 안하는게 당연한거 아닌가.."
"박민정 귀척하면서 여우짓한다는애들 막상 실제로 박민정보면 긴장해서 덜덜떨면서 사진 찍어달라면서 본인들이 여우짓 할거 뻔함"
"저렇게 예쁜 얼굴형이 컴플렉스엿ㄷㅏ니.."
