Comment
"수호 이러다가 스트레스받아 쓰러지겠다"
"경수야 넌꼭 무사해라"
"아니 성욕은 남자의 욕구라고 문어다리 합리화하는 미친 인간들은 대체 뭐지...?ㅋㅋㅋㅋ"
"알고보니 슈퍼엠으로 백현 카이 피신시킨 거 아니냐 나올 때 수만이 욕 많이 했는데 미안하네"
"와...진심 네이버 댓글 장난아니던데ㅋㅋㅋㅋㅋㅋ 돈 많은 남자가 바람 필수있데ㅋㅋㅋㅋㅋㅋ 그리고 임신이 아니니깐 괜찮아?ㅋㅋㅋ사람이냐?뇌가 들어있긴 한가?ㅋㅋㅋㅋ너무하네..."
"만약에 진짜면 이제 김종대디에 이어 박찬열명이 되는건가요...?"
"아이린 인성터진거는 존나 씹어제끼더니 찬열은 왜 이렇게 옹호가많아ㅋㅋㅋ"
"광희가 군대 다녀왔더니 무도 사라진 것처럼 시우민도 군대 다녀왔더니 엑소가 사라져있다 쌉가능인건가....?"
"와 한명나오기시작하니까 줄줄이나오네.....다 걸러지면 좋겠다"
"공식입장이 없다=맞다는거임 아이린사건때도 클리니크 모델로 내려달라고 난리났었는데 찬열도 마찬가지, 기업모델하는 제품들 손실,타격이 얼마나 클텐데 걍 가만히있겠어ㅋㅋ 구라였으면 당장고소했지ㅋㅋㅋㅋ녹취록까지 풀리면 ㅈ되니깐 걍 가만히 쳐 있는거"
"스엠아 아이돌 인성관리 좀 해라"
"내년이 엑소 계약만료인데...둘기 3명...이씽이는 중국활동만 하고 김종대디 박찬열명 군백기.. 두달뒤 김민석 제대....시발 에리는 운다"
"엑소 터졌네...경수때매 처음으로 아이돌그룹 입덕했다가 중국맴버들 줄줄이 탈퇴하고 갈수록 덕심을 잃어갔는데..경수야 무사히 제대하고 노래랑 연기에 전념하자..경수만큼은 덕심 못버린다.."
"이때싶 김종대 올려치기 역겨움... 1월13일 절대잊지못함 그건 걍 통보문이잖아 ㅋㅋ '나 여친있고 결혼하고 축복이도 있단다 대충 그런줄알아 그치만 엑소에 안나가고 활동할꺼야 이 돈줄들아 응 수고~' 이런느낌임 사과도아님;; 진짜 너무 빡쳐서 드러누움 인기도없는게 지로 유사연애 누가처먹는다고(팬싸남친이니뭐니 지가억지로먹였지만;;) 17년부터 존나티내놓곤 조용히 묻어줬더니 축복이 데리고오니 환장하지 2019년연말콘 그 좋던 분위기 2주도 못가게한 개새끼 ㅇㅇ
근데 지금은 찬열이 또 지랄임 인스타 맨날하는놈이 이번사건 입 꾹다물고 잠수타는거 개 영악함 2주뒤에 니 생일에도 잠수탈꺼냐? 뭐 열다리 인정하는것도 웃기긴하지만 그래도 지 믿어준 팬들한테 사과문은 올려야 하는거아님? 사람이라면? 진짜 얘 대처보고 존나실망했음 이제 올팬이고뭐고 n명만 보고갈거임 얘때문에 딴멤버들 머리채잡힌거 ㅈ같아서"
"박찬열명은 누가 지었냐 씨밡ㅋㅌㅋㅌㅋㅌㅋㅋㅋ존나 잘 지었네 ㅌㅋㅌㅋㅌㅋㅌㅋ"
"프라다 광고 모델 보고 누가 그러던데
악마는 프라다를 입는다고 ㅋㅋㅋㅋㅋㅋ (물론 이게 모두 사실이라는 가정 하에)"
"차라리 찬열도 아이린처럼 개인 인스타 하니까 글이라도 올리던가 진짜 이번 찬열사건 너무답답하다"
"아니 스엠 공식입장이 없다 이게 제일 어이가 없네 새로나오는 걸그룹에 다 몰빵하고 원래 있는 그룹 좀 어떻게 좀 해봐....제발 일 좀 하자 공식이 아무 입장이 없다는게 무슨말이야...."
"말도 안돼 나 찬열이 진짜 착하고 바르다고 생각했는데 인상도 좋고 진짜 연예인들 카메라에서 보여지는건 다 가식이란거임,,? ㄷㄷㄷㄷ"
"찬열은 그냉 철 덜 든 고딩 같음"
"아니 요즘 진짜 조용할 날이 없네...."
"찬열 폐활량 장난아님 ㅋㅋ 잠수 개오래탐 ㅋㅋ 이정도면 거의 물고기급인듯 ㅋㅋ 진짜 팬들한테 미안하지도 않나? 그냥 깔끔히 인정하고 인스타에 사과문 올리고 자숙하면 그래도 욕 덜 먹을텐데 ㅋㅋ 평소에는 별거 아닌일들도 인스타에서 해명 잘하시더니 ㅋㅋ"
"인성도 인성인데 음악생활이라고 했다는 게 존나 배찢겨 찬열 망신살 시리즈 생각남"
"어디건 공식입장 없다= 빼박.. 맞다는 심증 100임.. 허위면 이미지 피해랑 손해가 얼만데 해명을 안 하고 고소를 안 함ㅋㅋㅋㅋㅋㅋ 게다가 반박하면 녹음한 거 뿌릴텐데 가만히 있는 거 말곤 없겠지...

+허으... 아 좀 싸우지마세요;;..
++오랜만에 알림떠서 와봤더니 개가관이네 아직도 싸우냐고... 진짜 댓글 지워버린다??? 어잉? 고만 싸우라고.. 서로 고소장 안부 묻는 것도 하지마....."
"이거 아이린 인성문제 물타기로 줄줄이 나올 예정인가.... 아니 ㄹㅇ임 이거? 찬열이?? 나 엑소중에서도 찬열이 제일 좋았는데.... 이거 몇명까지 나올 예정인가.... 난 이제 더이상 연예인들에 진심을 모르겠다...."
"난 다른 그룹 팬이지만 이런 사건들 보면 팬들 심정이 이해가 가서 참 안타깝다. 진심으로 응원해주고 좋아해줬는데 이런 일들 터지면 얼마나 마음이 아플까.."
"타노스 다녀간 것도 아닌데 왜 열둘 중에서 여섯만 남았누"
"요즘 되게 논란 많이 터진다.. 뒷광고부터 신지민, 박경, 아이린 찬열까지.. 참 2020은 사건사고가 많은 해다, 진짜"
